ID,Branch,City,Customer type,Productline,Unit_Price,Sales price,Quantity,TAX 5%,Total,Date,Time,Payment,cogs,Profit,Net of Tax profit,Gross Profit %,gross margin percentage,perc,Country,Hours,Age,Rating
892-05-6689,A,Yangon,Normal,Home and lifestyle,26.904,28.32,5,7.08,148.68,D,13:28,Ewallet,134.52,7.08,0,5%,1.11,4.00%,United Kingdom,noun,31,6
583-41-4548,C,Naypyitaw,Normal,Home and lifestyle,14.6696,16.67,7,5.8345,122.5245,D,11:36,Ewallet,102.6872,14.0028,8.1683,14%,1.19,49.00%,United Kingdom,noun,20,7
339-12-4827,B,Mandalay,Member,Fashion accessories,41.4176,73.96,1,3.698,77.658,D,11:32,Credit card,41.4176,32.5424,28.8444,79%,1.88,49.00%,United Kingdom,noun,47,5
643-38-7867,A,Yangon,Normal,Home and lifestyle,93.043,97.94,1,4.897,102.837,D,11:44,Ewallet,93.043,4.897,0,5%,1.11,-3.00%,United Kingdom,noun,55,7
308-81-0538,A,Yangon,Normal,Fashion accessories,40.908,73.05,4,14.61,306.81,D,17:16,Credit card,163.632,128.568,113.958,79%,1.88,7.00%,United Kingdom,noun,66,5
358-88-9262,C,Naypyitaw,Member,Food and beverages,81.3564,87.48,6,26.244,551.124,D,18:43,Ewallet,488.1384,36.7416,10.4976,8%,1.13,14.00%,United Kingdom,noun,37,5
460-35-4390,A,Yangon,Normal,Home and lifestyle,27.9188,30.68,3,4.602,96.642,D,11:00,Ewallet,83.7564,8.2836,3.6816,10%,1.15,0.00%,United Kingdom,noun,55,9
343-87-0864,C,Naypyitaw,Member,Health and beauty,45.528,75.88,1,3.794,79.674,D,10:30,Credit card,45.528,30.352,26.558,67%,1.75,45.00%,United Kingdom,evening,30,7
173-50-1108,B,Mandalay,Member,Food and beverages,18.3638,20.18,4,4.036,84.756,D,12:14,Credit card,73.4552,7.2648,3.2288,10%,1.15,21.00%,United Kingdom,evening,63,5
243-47-2663,C,Naypyitaw,Member,Electronic accessories,15.7668,18.77,6,5.631,118.251,D,16:43,Credit card,94.6008,18.0192,12.3882,19%,1.25,40.00%,United Kingdom,evening,36,6
841-18-8232,B,Mandalay,Normal,Food and beverages,61.944,71.2,1,3.56,74.76,D,20:40,Credit card,61.944,9.256,5.696,15%,1.21,4.00%,United Kingdom,evening,41,9
701-23-5550,B,Mandalay,Member,Home and lifestyle,28.3313,38.81,4,7.762,163.002,D,13:40,Ewallet,113.3252,41.9148,34.1528,37%,1.44,11.00%,United Kingdom,evening,59,5
647-50-1224,A,Yangon,Normal,Fashion accessories,17.652,29.42,10,14.71,308.91,D,16:23,Ewallet,176.52,117.68,102.97,67%,1.75,41.00%,United Kingdom,evening,32,9
541-48-8554,A,Yangon,Normal,Food and beverages,55.4645,60.95,9,27.4275,575.9775,D,12:08,Credit card,499.1805,49.3695,21.942,10%,1.15,35.00%,United Kingdom,evening,26,6
539-21-7227,B,Mandalay,Normal,Food and beverages,46.9014,51.54,5,12.885,270.585,D,17:45,Cash,234.507,23.193,10.308,10%,1.15,6.00%,United Kingdom,evening,40,4
213-32-1216,A,Yangon,Normal,Electronic accessories,44.2602,66.06,6,19.818,416.178,D,10:28,Cash,265.5612,130.7988,110.9808,49%,1.57,16.00%,United Kingdom,evening,40,7
747-58-7183,B,Mandalay,Normal,Fashion accessories,33.7893,57.27,3,8.5905,180.4005,D,20:31,Ewallet,101.3679,70.4421,61.8516,69%,1.78,36.00%,United Kingdom,evening,26,7
582-52-8065,B,Mandalay,Normal,Fashion accessories,31.4998,54.31,9,24.4395,513.2295,D,10:49,Cash,283.4982,205.2918,180.8523,72%,1.81,15.00%,United Kingdom,evening,42,9
210-57-1719,B,Mandalay,Normal,Health and beauty,40.768,58.24,9,26.208,550.368,D,12:34,Cash,366.912,157.248,131.04,43%,1.50,50.00%,United Kingdom,evening,43,10
399-69-4630,C,Naypyitaw,Normal,Electronic accessories,18.8785,22.21,6,6.663,139.923,D,10:23,Credit card,113.271,19.989,13.326,18%,1.24,2.00%,United Kingdom,evening,42,9
134-75-2619,A,Yangon,Member,Electronic accessories,15.6492,19.32,7,6.762,142.002,D,18:51,Cash,109.5444,25.6956,18.9336,23%,1.30,31.00%,United Kingdom,evening,32,7
356-44-8813,B,Mandalay,Normal,Home and lifestyle,32.2328,37.48,3,5.622,118.062,D,13:45,Credit card,96.6984,15.7416,10.1196,16%,1.22,35.00%,United Kingdom,evening,52,8
198-66-9832,B,Mandalay,Member,Fashion accessories,37.4608,72.04,2,7.204,151.284,D,19:38,Cash,74.9216,69.1584,61.9544,92%,2.02,48.00%,United Kingdom,evening,24,10
283-26-5248,C,Naypyitaw,Member,Food and beverages,86.6976,98.52,10,49.26,1034.46,D,20:23,Ewallet,866.976,118.224,68.964,14%,1.19,25.00%,United Kingdom,evening,68,5
712-39-0363,A,Yangon,Member,Food and beverages,35.411,41.66,6,12.498,262.458,D,15:24,Ewallet,212.466,37.494,24.996,18%,1.24,45.00%,United Kingdom,evening,52,6
218-59-9410,A,Yangon,Member,Home and lifestyle,52.8666,72.42,3,10.863,228.123,D,16:54,Ewallet,158.5998,58.6602,47.7972,37%,1.44,18.00%,United Kingdom,evening,32,8
174-75-0888,B,Mandalay,Normal,Electronic accessories,15.7534,21.58,9,9.711,203.931,D,12:32,Cash,141.7806,52.4394,42.7284,37%,1.44,18.00%,United Kingdom,evening,38,7
866-99-7614,C,Naypyitaw,Normal,Food and beverages,89.2,89.2,10,44.6,936.6,D,15:42,Credit card,892,0,-44.6,0%,1.05,-5.00%,United Kingdom,evening,58,4
134-54-4720,B,Mandalay,Normal,Electronic accessories,30.1182,42.42,8,16.968,356.328,D,13:58,Ewallet,240.9456,98.4144,81.4464,41%,1.48,23.00%,United Kingdom,evening,21,6
760-90-2357,A,Yangon,Member,Electronic accessories,61.8433,74.51,6,22.353,469.413,D,15:08,Ewallet,371.0598,76.0002,53.6472,20%,1.27,18.00%,United Kingdom,evening,69,5
514-37-2845,B,Mandalay,Normal,Fashion accessories,49.625,99.25,2,9.925,208.425,D,13:02,Cash,99.25,99.25,89.325,100%,2.10,31.00%,United Kingdom,evening,35,9
698-98-5964,A,Yangon,Normal,Food and beverages,84.4584,81.21,10,40.605,852.705,D,13:01,Credit card,844.584,-32.484,-73.089,-4%,1.01,19.00%,United Kingdom,evening,43,6
718-57-9773,C,Naypyitaw,Normal,Food and beverages,44.8903,49.33,10,24.665,517.965,M,16:40,Credit card,448.903,44.397,19.732,10%,1.15,21.00%,United Kingdom,evening,15,9
651-88-7328,A,Yangon,Normal,Fashion accessories,36.8144,65.74,9,29.583,621.243,J,13:55,Cash,331.3296,260.3304,230.7474,79%,1.88,8.00%,United Kingdom,evening,27,8
241-11-2261,B,Mandalay,Normal,Fashion accessories,39.93,79.86,7,27.951,586.971,O,10:33,Credit card,279.51,279.51,251.559,100%,2.10,28.00%,United Kingdom,evening,45,6
408-26-9866,C,Naypyitaw,Normal,Food and beverages,67.3218,73.98,7,25.893,543.753,F,16:42,Ewallet,471.2526,46.6074,20.7144,10%,1.15,47.00%,United Kingdom,evening,66,4
834-83-1826,B,Mandalay,Member,Home and lifestyle,62.3504,82.04,5,20.51,430.71,F,17:16,Credit card,311.752,98.448,77.938,32%,1.38,47.00%,United Kingdom,evening,44,8
343-61-3544,B,Mandalay,Member,Food and beverages,24.2697,26.67,10,13.335,280.035,F,11:48,Cash,242.697,24.003,10.668,10%,1.15,8.00%,United Kingdom,evening,44,9
239-48-4278,A,Yangon,Member,Food and beverages,9.9274,10.13,7,3.5455,74.4555,F,19:35,Ewallet,69.4918,1.4182,-2.1273,2%,1.07,-4.00%,United Kingdom,evening,55,8
355-34-6244,B,Mandalay,Normal,Food and beverages,60.0837,72.39,2,7.239,152.019,F,19:55,Credit card,120.1674,24.6126,17.3736,20%,1.27,26.00%,United Kingdom,evening,18,8
550-84-8664,A,Yangon,Normal,Food and beverages,78.1781,85.91,5,21.4775,451.0275,F,14:33,Credit card,390.8905,38.6595,17.182,10%,1.15,48.00%,United Kingdom,evening,21,9
339-96-8318,B,Mandalay,Member,Fashion accessories,45.5336,81.31,7,28.4585,597.6285,F,19:49,Ewallet,318.7352,250.4348,221.9763,79%,1.88,-1.00%,United Kingdom,evening,19,6
458-61-0011,B,Mandalay,Normal,Food and beverages,51.858,60.3,4,12.06,253.26,F,18:43,Cash,207.432,33.768,21.708,16%,1.22,15.00%,United Kingdom,evening,37,6
592-34-6155,C,Naypyitaw,Normal,Food and beverages,26.3691,31.77,4,6.354,133.434,F,14:43,Ewallet,105.4764,21.6036,15.2496,20%,1.27,26.00%,United Kingdom,evening,25,6
797-88-0493,A,Yangon,Normal,Health and beauty,38.562,64.27,4,12.854,269.934,F,13:54,Cash,154.248,102.832,89.978,67%,1.75,33.00%,United Kingdom,evening,22,8
207-73-1363,B,Mandalay,Normal,Health and beauty,38.9256,69.51,2,6.951,145.971,F,12:15,Ewallet,77.8512,61.1688,54.2178,79%,1.88,42.00%,United Kingdom,evening,23,8
390-31-6381,C,Naypyitaw,Normal,Food and beverages,23.4092,27.22,3,4.083,85.743,F,12:37,Cash,70.2276,11.4324,7.3494,16%,1.22,17.00%,United Kingdom,evening,34,7
443-82-0585,A,Yangon,Member,Health and beauty,45.8312,77.68,4,15.536,326.256,F,19:54,Cash,183.3248,127.3952,111.8592,69%,1.78,-2.00%,United Kingdom,evening,21,8
339-18-7061,C,Naypyitaw,Member,Fashion accessories,51.139,92.98,2,9.298,195.258,F,15:06,Credit card,102.278,83.682,74.384,82%,1.91,5.00%,United Kingdom,evening,54,8
359-90-3665,B,Mandalay,Member,Fashion accessories,10.3056,18.08,4,3.616,75.936,F,18:03,Credit card,41.2224,31.0976,27.4816,75%,1.84,9.00%,United Kingdom,evening,23,10
375-72-3056,B,Mandalay,Normal,Food and beverages,57.3846,63.06,3,9.459,198.639,F,15:58,Ewallet,172.1538,17.0262,7.5672,10%,1.15,17.00%,United Kingdom,evening,23,7
127-47-6963,A,Yangon,Normal,Health and beauty,24.8208,51.71,4,10.342,217.182,F,13:53,Credit card,99.2832,107.5568,97.2148,108%,2.19,14.00%,United Kingdom,evening,43,10
278-86-2735,A,Yangon,Normal,Food and beverages,53.9102,52.34,3,7.851,164.871,F,14:03,Cash,161.7306,-4.7106,-12.5616,-3%,1.02,20.00%,United Kingdom,evening,30,9
695-28-6250,A,Yangon,Normal,Food and beverages,39.1846,43.06,5,10.765,226.065,F,16:38,Ewallet,195.923,19.377,8.612,10%,1.15,-2.00%,United Kingdom,evening,29,8
379-17-6588,C,Naypyitaw,Normal,Fashion accessories,32.7855,59.61,10,29.805,625.905,F,11:07,Cash,327.855,268.245,238.44,82%,1.91,2.00%,United Kingdom,evening,28,5
227-50-3718,A,Yangon,Normal,Health and beauty,6.7252,14.62,5,3.655,76.755,F,12:23,Cash,33.626,39.474,35.819,117%,2.28,16.00%,United Kingdom,evening,52,4
302-15-2162,C,Naypyitaw,Member,Health and beauty,21.8691,46.53,6,13.959,293.139,F,10:54,Credit card,131.2146,147.9654,134.0064,113%,2.23,2.00%,United Kingdom,evening,61,4
788-07-8452,C,Naypyitaw,Member,Home and lifestyle,21.816,24.24,7,8.484,178.164,F,17:38,Ewallet,152.712,16.968,8.484,11%,1.17,43.00%,United Kingdom,evening,18,9
560-49-6611,A,Yangon,Member,Food and beverages,41.4778,45.58,1,2.279,47.859,F,14:13,Cash,41.4778,4.1022,1.8232,10%,1.15,17.00%,United Kingdom,evening,50,10
880-35-0356,A,Yangon,Member,Food and beverages,68.432,75.2,3,11.28,236.88,F,11:51,Ewallet,205.296,20.304,9.024,10%,1.15,25.00%,United Kingdom,evening,50,5
585-11-6748,B,Mandalay,Member,Food and beverages,88.088,96.8,3,14.52,304.92,F,13:05,Cash,264.264,26.136,11.616,10%,1.15,19.00%,United Kingdom,evening,54,5
470-31-3286,B,Mandalay,Normal,Health and beauty,8.892,14.82,3,2.223,46.683,M,11:30,Credit card,26.676,17.784,15.561,67%,1.75,37.00%,United Kingdom,evening,32,9
152-68-2907,A,Yangon,Normal,Food and beverages,51.156,52.2,3,7.83,164.43,M,13:30,Credit card,153.468,3.132,-4.698,2%,1.07,26.00%,United Kingdom,evening,44,10
123-35-4896,C,Naypyitaw,Normal,Food and beverages,42.4606,46.66,9,20.997,440.937,M,19:11,Ewallet,382.1454,37.7946,16.7976,10%,1.15,3.00%,United Kingdom,evening,34,5
258-69-7810,C,Naypyitaw,Normal,Fashion accessories,19.899,36.85,5,9.2125,193.4625,M,18:53,Cash,99.495,84.755,75.5425,85%,1.94,42.00%,United Kingdom,evening,30,9
334-64-2006,A,Yangon,Member,Home and lifestyle,49.9272,70.32,2,7.032,147.672,M,14:22,Ewallet,99.8544,40.7856,33.7536,41%,1.48,2.00%,United Kingdom,evening,18,10
219-61-4139,C,Naypyitaw,Normal,Electronic accessories,72.2796,83.08,1,4.154,87.234,M,17:16,Ewallet,72.2796,10.8004,6.6464,15%,1.21,31.00%,United Kingdom,evening,39,6
881-41-7302,C,Naypyitaw,Normal,Fashion accessories,37.0443,64.99,1,3.2495,68.2395,M,10:06,Credit card,37.0443,27.9457,24.6962,75%,1.84,48.00%,United Kingdom,evening,80,5
373-09-4567,C,Naypyitaw,Normal,Food and beverages,67.4772,77.56,10,38.78,814.38,M,20:35,Ewallet,674.772,100.828,62.048,15%,1.21,4.00%,United Kingdom,evening,44,7
642-30-6693,B,Mandalay,Normal,Food and beverages,49.6041,54.51,6,16.353,343.413,M,13:54,Ewallet,297.6246,29.4354,13.0824,10%,1.15,40.00%,United Kingdom,evening,52,8
484-22-8230,C,Naypyitaw,Member,Fashion accessories,31.134,51.89,7,18.1615,381.3915,M,20:08,Cash,217.938,145.292,127.1305,67%,1.75,5.00%,United Kingdom,evening,71,5
830-58-2383,B,Mandalay,Normal,Home and lifestyle,24.13,31.75,4,6.35,133.35,M,15:26,Cash,96.52,30.48,24.13,32%,1.38,11.00%,United Kingdom,evening,24,9
559-98-9873,A,Yangon,Member,Fashion accessories,27.3615,53.65,7,18.7775,394.3275,M,12:56,Ewallet,191.5305,184.0195,165.242,96%,2.06,31.00%,United Kingdom,evening,52,5
544-32-5024,C,Naypyitaw,Member,Food and beverages,43.3173,49.79,4,9.958,209.118,M,19:16,Credit card,173.2692,25.8908,15.9328,15%,1.21,6.00%,United Kingdom,evening,31,6
318-12-0304,A,Yangon,Normal,Fashion accessories,15.305,30.61,1,1.5305,32.1405,M,12:20,Ewallet,15.305,15.305,13.7745,100%,2.10,6.00%,United Kingdom,evening,47,5
349-97-8902,B,Mandalay,Member,Food and beverages,53.2588,57.89,2,5.789,121.569,M,10:37,Ewallet,106.5176,9.2624,3.4734,9%,1.14,45.00%,United Kingdom,evening,48,9
421-95-9805,A,Yangon,Normal,Electronic accessories,19.4032,28.96,1,1.448,30.408,M,10:18,Credit card,19.4032,9.5568,8.1088,49%,1.57,-5.00%,United Kingdom,evening,49,6
277-35-5865,C,Naypyitaw,Member,Food and beverages,94.0215,98.97,9,44.5365,935.2665,M,11:23,Cash,846.1935,44.5365,9.23706E-14,5%,1.11,36.00%,United Kingdom,evening,22,7
789-23-8625,B,Mandalay,Member,Fashion accessories,47.5422,93.22,3,13.983,293.643,M,11:45,Cash,142.6266,137.0334,123.0504,96%,2.06,-3.00%,United Kingdom,evening,26,7
284-54-4231,C,Naypyitaw,Member,Food and beverages,73.6463,80.93,1,4.0465,84.9765,M,16:08,Credit card,73.6463,7.2837,3.2372,10%,1.15,36.00%,United Kingdom,evening,51,9
443-59-0061,A,Yangon,Member,Food and beverages,65.4265,67.45,10,33.725,708.225,M,11:25,Ewallet,654.265,20.235,-13.49,3%,1.08,1.00%,United Kingdom,evening,71,4
509-29-3912,A,Yangon,Member,Food and beverages,35.2352,38.72,9,17.424,365.904,M,12:24,Ewallet,317.1168,31.3632,13.9392,10%,1.15,42.00%,United Kingdom,evening,41,4
327-40-9673,B,Mandalay,Member,Food and beverages,66.066,72.6,6,21.78,457.38,M,19:51,Cash,396.396,39.204,17.424,10%,1.15,39.00%,United Kingdom,evening,38,7
840-19-2096,C,Naypyitaw,Member,Electronic accessories,58.0206,87.91,5,21.9775,461.5275,M,18:10,Ewallet,290.103,149.447,127.4695,52%,1.59,50.00%,United Kingdom,evening,87,4
828-46-6863,A,Yangon,Member,Food and beverages,91.6329,98.53,6,29.559,620.739,M,11:22,Credit card,549.7974,41.3826,11.8236,8%,1.13,18.00%,United Kingdom,evening,51,4
641-96-3695,C,Naypyitaw,Member,Fashion accessories,23.903,43.46,6,13.038,273.798,M,17:55,Ewallet,143.418,117.342,104.304,82%,1.91,23.00%,United Kingdom,evening,17,9
420-97-3340,A,Yangon,Normal,Food and beverages,68.096,71.68,3,10.752,225.792,M,15:30,Credit card,204.288,10.752,0,5%,1.11,20.00%,United Kingdom,evening,21,9
436-54-4512,A,Yangon,Member,Food and beverages,88.8617,91.61,1,4.5805,96.1905,M,19:44,Cash,88.8617,2.7483,-1.8322,3%,1.08,13.00%,United Kingdom,evening,40,10
670-79-6321,B,Mandalay,Member,Home and lifestyle,71.8884,94.59,7,33.1065,695.2365,M,15:27,Credit card,503.2188,158.9112,125.8047,32%,1.38,-2.00%,United Kingdom,evening,60,5
852-62-7105,B,Mandalay,Normal,Fashion accessories,44.955,83.25,10,41.625,874.125,M,11:25,Credit card,449.55,382.95,341.325,85%,1.94,34.00%,United Kingdom,evening,76,4
598-06-7312,B,Mandalay,Member,Fashion accessories,52.0695,91.35,1,4.5675,95.9175,M,15:42,Cash,52.0695,39.2805,34.713,75%,1.84,30.00%,United Kingdom,evening,30,7
135-13-8269,B,Mandalay,Member,Food and beverages,74.936,78.88,2,7.888,165.648,M,16:04,Cash,149.872,7.888,0,5%,1.11,28.00%,United Kingdom,evening,31,9
816-57-2053,A,Yangon,Normal,Food and beverages,55.3917,60.87,2,6.087,127.827,A,12:37,Ewallet,110.7834,10.9566,4.8696,10%,1.15,41.00%,United Kingdom,evening,46,9
628-90-8624,B,Mandalay,Member,Health and beauty,39.6384,82.58,10,41.29,867.09,A,14:41,Cash,396.384,429.416,388.126,108%,2.19,10.00%,United Kingdom,evening,51,5
856-66-2701,A,Yangon,Member,Home and lifestyle,42.107,53.3,3,7.995,167.895,A,14:19,Ewallet,126.321,33.579,25.584,27%,1.33,4.00%,United Kingdom,evening,41,8
308-39-1707,A,Yangon,Normal,Fashion accessories,7.1331,12.09,1,0.6045,12.6945,A,18:19,Credit card,7.1331,4.9569,4.3524,69%,1.78,43.00%,United Kingdom,evening,33,8
149-61-1929,A,Yangon,Normal,Food and beverages,58.4129,64.19,10,32.095,673.995,A,14:08,Credit card,584.129,57.771,25.676,10%,1.15,27.00%,United Kingdom,evening,17,7
655-07-2265,A,Yangon,Normal,Electronic accessories,60.2987,78.31,3,11.7465,246.6765,A,16:38,Ewallet,180.8961,54.0339,42.2874,30%,1.36,26.00%,United Kingdom,evening,22,5
589-02-8023,A,Yangon,Member,Food and beverages,75.393,83.77,2,8.377,175.917,A,10:54,Credit card,150.786,16.754,8.377,11%,1.17,13.00%,United Kingdom,evening,34,7
420-04-7590,B,Mandalay,Normal,Home and lifestyle,74.775,99.7,3,14.955,314.055,A,11:29,Ewallet,224.325,74.775,59.82,33%,1.40,1.00%,United Kingdom,evening,65,5
182-88-2763,B,Mandalay,Member,Food and beverages,77.5127,79.91,3,11.9865,251.7165,A,19:28,Credit card,232.5381,7.1919,-4.7946,3%,1.08,-3.00%,United Kingdom,evening,66,5
188-55-0967,B,Mandalay,Member,Health and beauty,41.2114,66.47,10,33.235,697.935,A,15:01,Credit card,412.114,252.586,219.351,61%,1.69,35.00%,United Kingdom,evening,58,5
610-46-4100,A,Yangon,Normal,Health and beauty,19.3965,28.95,7,10.1325,212.7825,A,20:31,Credit card,135.7755,66.8745,56.742,49%,1.57,7.00%,United Kingdom,evening,23,6
318-81-2368,C,Naypyitaw,Normal,Electronic accessories,32.34,46.2,1,2.31,48.51,A,12:16,Cash,32.34,13.86,11.55,43%,1.50,25.00%,United Kingdom,evening,21,6
364-33-8584,B,Mandalay,Member,Food and beverages,17.4537,17.63,5,4.4075,92.5575,A,15:27,Cash,87.2685,0.8815,-3.526,1%,1.06,11.00%,United Kingdom,evening,46,9
665-63-9737,B,Mandalay,Normal,Fashion accessories,29.3552,52.42,3,7.863,165.123,A,17:36,Ewallet,88.0656,69.1944,61.3314,79%,1.88,26.00%,United Kingdom,evening,53,8
695-09-5146,B,Mandalay,Member,Food and beverages,100.7658,98.79,3,14.8185,311.1885,A,20:00,Ewallet,302.2974,-5.9274,-20.7459,-2%,1.03,25.00%,United Kingdom,evening,37,6
155-45-3814,C,Naypyitaw,Member,Electronic accessories,71.7255,88.55,8,35.42,743.82,A,15:29,Ewallet,573.804,134.596,99.176,23%,1.30,46.00%,United Kingdom,evening,59,5
794-32-2436,B,Mandalay,Member,Electronic accessories,40.0824,55.67,2,5.567,116.907,A,15:08,Ewallet,80.1648,31.1752,25.6082,39%,1.46,36.00%,United Kingdom,evening,43,6
131-15-8856,C,Naypyitaw,Member,Food and beverages,72.52,72.52,8,29.008,609.168,A,19:26,Credit card,580.16,0,-29.008,0%,1.05,21.00%,United Kingdom,evening,83,4
273-84-2164,C,Naypyitaw,Member,Electronic accessories,8.0735,12.05,5,3.0125,63.2625,A,15:53,Ewallet,40.3675,19.8825,16.87,49%,1.57,3.00%,United Kingdom,evening,46,6
706-36-6154,A,Yangon,Member,Home and lifestyle,13.7456,19.36,9,8.712,182.952,A,18:43,Ewallet,123.7104,50.5296,41.8176,41%,1.48,-5.00%,United Kingdom,evening,18,9
778-89-7974,C,Naypyitaw,Normal,Health and beauty,37.9134,70.21,6,21.063,442.323,A,14:58,Cash,227.4804,193.7796,172.7166,85%,1.94,32.00%,United Kingdom,evening,39,7
574-31-8277,B,Mandalay,Member,Fashion accessories,18.1602,33.63,1,1.6815,35.3115,A,19:55,Cash,18.1602,15.4698,13.7883,85%,1.94,22.00%,United Kingdom,evening,39,6
859-71-0933,C,Naypyitaw,Member,Food and beverages,14.0959,15.49,2,1.549,32.529,A,15:10,Cash,28.1918,2.7882,1.2392,10%,1.15,12.00%,United Kingdom,evening,26,6
740-11-5257,C,Naypyitaw,Normal,Electronic accessories,17.5654,24.74,10,12.37,259.77,A,16:44,Cash,175.654,71.746,59.376,41%,1.48,-5.00%,United Kingdom,evening,24,7
369-82-2676,B,Mandalay,Normal,Electronic accessories,58.2582,75.66,5,18.915,397.215,A,18:22,Ewallet,291.291,87.009,68.094,30%,1.36,45.00%,United Kingdom,evening,39,8
563-47-4072,B,Mandalay,Normal,Health and beauty,26.2307,55.81,6,16.743,351.603,A,11:52,Cash,157.3842,177.4758,160.7328,113%,2.23,0.00%,United Kingdom,evening,29,10
742-04-5161,A,Yangon,Member,Home and lifestyle,55.3128,72.78,10,36.39,764.19,A,17:24,Cash,553.128,174.672,138.282,32%,1.38,17.00%,United Kingdom,morning,23,7
149-15-7606,B,Mandalay,Member,Food and beverages,33.9612,37.32,9,16.794,352.674,A,15:31,Ewallet,305.6508,30.2292,13.4352,10%,1.15,30.00%,United Kingdom,morning,37,5
133-77-3154,B,Mandalay,Member,Fashion accessories,35.5062,60.18,4,12.036,252.756,A,18:04,Credit card,142.0248,98.6952,86.6592,69%,1.78,8.00%,United Kingdom,morning,21,9
169-52-4504,A,Yangon,Normal,Electronic accessories,12.552,15.69,3,2.3535,49.4235,A,14:13,Credit card,37.656,9.414,7.0605,25%,1.31,24.00%,United Kingdom,morning,35,6
250-81-7186,C,Naypyitaw,Normal,Electronic accessories,77.7582,99.69,1,4.9845,104.6745,M,10:23,Credit card,77.7582,21.9318,16.9473,28%,1.35,-2.00%,United Kingdom,morning,28,8
562-12-5430,A,Yangon,Member,Fashion accessories,50.2455,88.15,3,13.2225,277.6725,M,10:11,Ewallet,150.7365,113.7135,100.491,75%,1.84,29.00%,United Kingdom,morning,21,8
816-72-8853,A,Yangon,Member,Food and beverages,25.4163,27.93,5,6.9825,146.6325,M,15:48,Cash,127.0815,12.5685,5.586,10%,1.15,29.00%,United Kingdom,morning,50,6
491-38-3499,A,Yangon,Member,Fashion accessories,33.27,55.45,1,2.7725,58.2225,M,17:46,Credit card,33.27,22.18,19.4075,67%,1.75,36.00%,United Kingdom,morning,58,5
322-02-2271,B,Mandalay,Normal,Food and beverages,39.1027,42.97,3,6.4455,135.3555,M,11:46,Cash,117.3081,11.6019,5.1564,10%,1.15,33.00%,United Kingdom,morning,43,9
842-29-4695,C,Naypyitaw,Member,Food and beverages,15.5974,17.14,7,5.999,125.979,M,12:07,Credit card,109.1818,10.7982,4.7992,10%,1.15,0.00%,United Kingdom,morning,27,8
725-67-2480,B,Mandalay,Member,Fashion accessories,29.375,58.75,6,17.625,370.125,M,18:14,Credit card,176.25,176.25,158.625,100%,2.10,-1.00%,United Kingdom,morning,34,6
641-51-2661,C,Naypyitaw,Member,Food and beverages,72.293,87.1,10,43.55,914.55,M,14:45,Credit card,722.93,148.07,104.52,20%,1.27,36.00%,United Kingdom,morning,28,10
714-02-3114,C,Naypyitaw,Normal,Food and beverages,89.908,98.8,2,9.88,207.48,M,11:39,Cash,179.816,17.784,7.904,10%,1.15,35.00%,United Kingdom,morning,27,8
518-17-2983,A,Yangon,Normal,Fashion accessories,26.7465,48.63,4,9.726,204.246,M,15:44,Ewallet,106.986,87.534,77.808,82%,1.91,39.00%,United Kingdom,morning,38,8
779-42-2410,B,Mandalay,Member,Food and beverages,60.0496,57.74,3,8.661,181.881,M,13:06,Ewallet,180.1488,-6.9288,-15.5898,-4%,1.01,15.00%,United Kingdom,morning,51,8
190-14-3147,B,Mandalay,Normal,Health and beauty,8.0865,17.97,4,3.594,75.474,M,20:43,Ewallet,32.346,39.534,35.94,122%,2.33,-5.00%,United Kingdom,morning,43,6
408-66-6712,C,Naypyitaw,Member,Health and beauty,23.855,47.71,6,14.313,300.573,M,14:19,Ewallet,143.13,143.13,128.817,100%,2.10,27.00%,United Kingdom,morning,86,4
